control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4	Protein_Ids	Genes	imputed_values
10.8554914431019	10.3683060503464	10.4980065456413	13.1663090398392	10.7165365522123	11.0055824465842	11.3768002802071	10.6622024825128	10.7096513133975	10.6679453314325	10.7101606917829	A0A140T8M0;A0A140T8N1;A0A075B5N0;P01631;A0A075B5K8;A0A0B4J1I0;A0A140T8M9	Igkv1-110;Igkv1-117;Igkv1-122;Igkv1-35;Igkv1-88;Igkv1-99	5
13.2243333594249	13.734635536272	13.7929021110321	14.0959244199985	14.5475091137523	14.1909435104395	13.7828856219121	13.9153098798169	14.0718980550211	13.9452792192866	13.8091652053719	A0A140T8T4;P51410	Rpl9;Rpl9-ps6	0
11.5814265738907	11.5459635441593	11.5358634174762	11.7445353469847	11.3610280953954	11.3848161213467	11.2847753009618	11.197142958941	11.7251872946646	11.3293703047585	12.1252843066853	A0A1B0GRG8;P48758	Cbr1;Gm5678	1
16.2849596175671	16.1084264442749	16.41827099921	16.4873548887513	16.0177175186798	15.4189890594786	15.235400976016	15.8509950011073	15.8984336993131	15.3978350423075	15.6275452837249	A0A1D5RLD8;P16858	Gapdh;Gm10358	0
18.7786739355275	18.2822966291503	18.7506284857375	18.9460038510959	18.5547537114135	18.3279823712773	18.0199490122038	18.4411407825752	18.7412365433918	18.3387711962234	18.5730998014636	A0A1D5RLD8;S4R1W1;P16858	Gapdh;Gm10358;Gm3839	0
18.8241632097442	18.6859224962632	18.6516578736721	18.9362583535451	18.6048717080024	18.4324032483314	18.0578648385116	18.4340132377235	18.6238279193658	18.3313718489603	18.9428351907727	A0A1D5RLD8;S4R1W1;P16858;Q64467	Gapdh;Gapdhs;Gm10358;Gm3839	0
12.0675452813208	13.2328211206014	12.2313952058063	11.9450999482004	12.4446111659637	12.3367241192236	12.1982057184279	11.9676801823611	12.7385103103129	12.1242085689711	13.3432551275117	A0A1L1SQU7	Fat1	1
11.5949357068548	11.6713420300618	11.6055397062655	11.8538748251376	12.853151630141	12.8120589483134	13.2222334101907	11.8271600730495	12.1081585094537	11.3312416719566	12.367054305494	A0A1W2P6Q8;A0A1W2P7S8;A0A1W2P7H4;Q6A068;A0A1W2P7Z8;A0A1W2P855	Cdc5l;Gm32717;Gm9044;Gm9045;Gm9046;Gm9048	0
10.6930774388335	11.0135111118494	11.1482795486965	12.1857457789532	11.6591128854933	12.0232068291073	11.6834201335017	11.2747974465411	11.8043811311927	10.2899266590006	10.9620211604805	A0A1Y7VLT7;Q3UTA4;J3QPI8;Q60872;J3QQ02;A0A1Y7VJE9;A0A1Y7VNG9;Q3TQZ4;A0A1Y7VK80;Q8BMJ3;J3QMW5;J3QP87;J3QNT6;Q3UT53;Q8BX20	Eif1a;Eif1ad10;Eif1ad11;Eif1ad12;Eif1ad13;Eif1ad14;Eif1ad15;Eif1ad16;Eif1ad17;Eif1ad18;Eif1ad2;Eif1ad3;Eif1ad4;Eif1ad7;Eif1ax	0
12.3633625830561	12.4842427550363	12.4148542023808	12.6295559397103	12.7419002617108	12.9755918561605	12.6997509148309	12.7185842470848	12.6934159466714	12.175593211304	12.8998553597044	A0A286YCX6	Trappc8	7
10.687358185514	11.0745964391688	11.3954912931026	14.9996169093819	13.0076300164425	13.0653067334478	11.0328102766957	11.2008679612329	11.5124639444426	11.4150023241955	11.6349152844798	A0A2R8VHP3	Gm5478	3
12.3036437769561	12.52725217834	12.3332084718244	12.2967527762847	11.8778477559247	11.9828545731697	12.3353345217621	12.5618082145443	12.0873401804374	12.4451416194536	12.2468563656725	A0A338P6I9	Gm56451	0
12.3754440462165	12.3284701757502	12.4807952490053	11.8236578198812	11.902164046481	11.8869577986118	11.6378573781965	11.8652770411256	12.0654026703576	12.3913134128887	12.2841647622696	A0A571BE98	Lsmem2	1
14.5228021849335	14.3629780104166	14.4006660040692	13.8271243381569	13.6119584648973	13.6432361485278	12.4549906549622	14.1991738787504	13.9917432643491	14.2361711930784	14.3523331499142	A0A571BF58	Neb	0
13.6348337338777	13.7692593275797	14.0480440526038	13.2960988687069	12.8994116838683	12.6980122326998	11.2791056074556	13.4993725496742	13.1376283965119	13.372375374627	13.2888372430416	A0A571BF58;Q0II04	Neb;Nebl	0
13.7728609458429	13.9524682593827	13.5814359894544	13.3966047811819	13.7748694028586	13.8674042363626	13.4300604616941	14.3185851748317	14.4638500157265	13.9495622896873	14.1615649414927	A0A5F8MPH8	Tnxb	0
13.761800524564	14.4109945124387	13.9078764759892	15.5520776586333	15.1914216939425	14.3444623631252	14.3910555863874	14.5474428401475	14.8771211404267	14.6749204952206	14.3619711802956	A0A5F8MPY2;P99027	Rplp2;Rplp2-ps1	0
9.52778388821761	9.46044770497316	9.29924465779607	11.198960636047	10.7194059346608	11.9436393395312	9.52285611736674	9.92697983104903	11.0030118611498	9.63496347782151	10.1121657988332	A0A668KLU9	Cfhr2	1
11.3722883020261	11.4955003040995	11.5028864882318	12.7049086986388	12.5209451896244	13.1384654053043	12.1679418118064	11.3736862703527	12.6140886522658	11.5805930530456	11.2894310479152	A0A668KLU9;E9Q8B5	Cfhr2;Cfhr4	0
12.7073850175252	12.3915604533897	12.5183876045408	13.8119766943703	13.2973461989467	13.4338592455703	12.5909776100018	12.9588789161225	13.184742098167	12.5920224814175	11.2655212858397	A0A668KLU9;P06909	Cfh;Cfhr2	0
13.8168436654512	13.5999941774047	13.3496544343373	13.678820179524	13.912879982627	14.1504057702335	13.6252978903827	14.0755125757699	14.0548671263343	13.6178462263307	13.8245908620655	A0A7N9VR94	Ahnak2	0
14.2328630820208	14.7005264159591	14.3895910099126	14.6307960920746	14.4245009363522	13.8828627226918	13.4625661751083	14.12099110969	14.0196254749298	14.4957800927195	13.681161530426	A0A7N9VSG0	Spata5l1	0
20.3861445706111	20.4920487610989	20.4073279361481	20.9114548960468	21.5617177253151	21.6194758085072	22.1328134776651	20.5679727814279	20.7346715865283	20.3926255827752	20.741995220388	A0A8I4SYN6;P84244;P02301;P84228;P68433	H3-3b;H3-5;H3c11;H3c15;H3f4	0
12.4627425313535	12.1002746776029	12.2082861871123	11.7918832420433	12.3276424588756	12.2079243891187	11.5857747272546	12.6987827889353	12.1478917590618	12.085734683182	12.0181723541468	A2A8U2	Tmem201	1
15.5545498820782	15.5624004488771	15.5782547422097	15.3155352391132	15.2556261255623	15.3537636718487	14.5690486124165	15.664822243193	15.6205291376941	15.6161726142916	15.6309496268329	A2AAJ9	Obscn	0
11.0842901998498	10.9563108097437	10.9538254086455	12.0322041804349	11.5512372183283	11.4025324662081	11.1840012809308	11.4133158754563	11.449638748202	11.4019834437647	11.4789603625717	A2ADY9	Ddi2	1
13.5523929227302	13.493467710367	13.679304150357	13.4937303835703	13.3973136466656	13.2912426595703	12.6156342344593	13.5505904849541	13.3964709939104	13.4712306535941	13.5695115035127	A2AGL3;E9Q401	Ryr2;Ryr3	0
12.1421230162302	12.2527777690838	12.3499059480414	11.5348183860092	11.3640470836073	12.0354727047279	10.5423257712547	11.8354543705091	11.4221699150407	11.9177823015383	12.3862828558591	A2AGL3;E9Q401;E9PZQ0	Ryr1;Ryr2;Ryr3	0
11.1062292172823	11.2004940543864	10.9294507551529	10.7046385725074	11.8652615731826	11.7964608032334	11.6694741711894	11.5295232819028	11.9453048276234	11.6104527715624	11.8085942056799	A2AGT5	Ckap5	1
10.4946956094359	10.9071009732956	10.9293693809105	10.3710905205478	10.960667487314	11.0172806861275	11.1155455364702	10.4491692846418	10.2365045770108	10.9383328036967	11.2362893065122	A2AIL4	Ndufaf6	4
13.6682091165369	13.6528225707311	13.8159236048089	13.7642288679026	13.8244019150434	13.7002012722736	12.9645827408285	14.0625099793499	14.0207369236043	13.7761142718458	14.0168953202351	A2AJI0	Map7d1	0
13.4150815261657	12.9361723002885	13.2920627528108	13.511295563244	12.652006891198	13.0319613261132	12.5295867237762	13.154704207579	12.183880358326	13.3463198095091	12.3903113911158	A2AMM0	Cavin4	0
12.2682232505394	12.0796847738982	11.8389241994681	12.3450420321868	12.2419861280047	12.5953297542772	12.7591100496155	12.1906056013723	12.1754216796503	12.2299543657271	12.1983683003134	A2AN08	Ubr4	0
10.5072594754834	10.9033978406104	11.1537863397938	11.9948024411723	12.5984992010758	12.4987046306763	12.6268953825633	11.1767715501562	11.0648976676662	11.0636242763127	11.3571667841359	A2APV2;Q9JL26	Fmnl1;Fmnl2	2
11.3017133831168	11.422842686381	10.8776062304287	11.4758296749673	11.5229247557296	11.6909801018887	11.6035903789166	11.3463807597529	11.8554174688237	11.6898233004294	11.3483962076773	A2APY7	Ndufaf5	1
12.1143204237342	12.2387282582912	12.09687500152	11.5824948482475	11.892626294746	12.1105094098975	13.0646349963898	12.2645756253103	12.4036181788977	12.9624550341559	12.4590999560503	A2AQ07	Tubb1	6
13.8468713188582	14.0075178960573	13.6347656816898	13.5147017275732	13.7368035636519	13.6182822522586	13.690478207627	13.6624124769298	13.8663226761429	13.5685143226895	13.5203117437552	A2ASQ1	Agrn	0
17.7280533618255	17.658260304565	17.852931773291	17.4750604933756	17.2573970510415	17.1897570081676	16.3638387380888	17.6582672789748	17.5190756623243	17.6350024327508	17.6541465076152	A2ASS6	Ttn	0
13.50815378296	13.6826654642458	13.8127087901758	15.3159844757163	14.9253179891128	14.9193708111973	14.0458023137513	14.1857659073816	14.386590034122	14.471186189979	14.4382785547365	A2AUC9	Klhl41	0
12.8227162084099	12.6263273344513	12.6738920433269	12.8322670055726	12.9216847606016	12.6236636777859	12.437776496946	12.5125873966884	12.4902040755517	12.6611857587792	12.7716195048378	A2RT60;Q9JIY5	Htra2;Htra4	3
11.3110841364951	11.2624883607837	11.1819411120871	11.0140762794885	11.3027666272765	11.1917639301242	11.0046874625875	11.1035894312975	11.4444817574719	11.3794216905962	11.1708264041838	A3KFX0	Nt5c1a	3
10.6922929295839	10.6434593940766	10.0618571849303	10.6619561972773	10.9010359793315	10.9329164704979	10.944885412435	10.6167172042786	10.4820415419856	10.5326676150556	10.9082951137225	A3KG59	Pm20d2	5
9.85589161711475	10.1758364394112	10.0697307803824	10.2453506672683	10.5893439433659	11.3061129691464	11.0946979243943	10.3870394839813	10.4695094347233	10.1885330245417	10.5640325359383	A3KGS3;P61255	Ralgapa2;Rpl26	6
11.9463616895141	11.9803966686984	11.8487285568618	11.8002932582234	11.5791131916784	11.5153481843787	11.2270202123894	11.5205204678845	11.810796536259	11.4916476980399	11.7694577020743	A3KMP2	Ttc38	1
10.4198443363692	10.7953659775234	10.1680703474505	10.8989729157362	11.0769600910962	11.137850518606	11.1323430526817	10.0272701862577	10.6166315436721	10.6212735062599	11.3491429800472	A6H611	Mipep	4
10.9432107602144	11.3938998694635	11.2923849075127	10.8432222974496	11.2931497367419	10.8873501018204	10.7868413640211	11.0244540500684	11.9807643721109	11.4141989709237	11.2879431922915	A6H6A9	Rabgap1l	0
12.1513590907114	11.5465279533671	11.8537656868564	12.4882644412068	12.5708257792093	12.9810124297235	12.840514375621	12.6020492740839	12.5946558445112	11.9953502492784	12.2567512191444	A6H6E2	Mmrn2	0
12.9273965010061	13.1709656332063	12.6282609763764	14.9722977540864	14.6623178942244	14.894599902939	14.2936225204105	14.1371912945503	14.6989650575374	13.7943854037177	14.1543751083561	A6X935	Itih4	0
19.6864885584769	19.6130484198996	19.0466764095313	20.7290464559692	20.8783069142442	22.7099895385409	20.0378900851425	20.3327730448883	19.488124529269	20.314744756045	19.8528875906958	A8DUK4	Hbb-bs	0
10.9008818988541	11.2377118882766	11.3107604515469	10.5380142845568	10.6915603358622	10.9008592624849	10.8018178556972	11.2111339060079	11.4614692153701	11.1491564588251	10.7304361710389	B1AR13	Cisd3	1
14.2745528735955	14.237209960755	14.3846151380715	14.2342186782385	14.1150517807466	13.4859550611571	13.1245526984652	14.0191476361944	13.7719330217809	14.3185357487269	14.3963572649741	B1AR69	Myh13	0
19.0207032887979	18.9165093002705	18.8032040763219	18.7710541657271	18.657287043823	18.2128430721554	17.953559900805	19.0224057439649	18.9715295211945	19.1805672277863	19.009831350405	B1AR69;G3UW82;Q02566;P13541;P13542	Myh13;Myh2;Myh3;Myh6;Myh8	0
12.1222003182898	10.8882409574991	12.0666475883886	10.7434796246046	16.7370888660637	16.6269495521769	15.9165796213941	17.2278697313369	11.6300213453156	12.2544499590666	17.5124164125114	B1AR69;P13541;Q5SX39;P13542;Q5SX40	Myh1;Myh13;Myh3;Myh4;Myh8	1
14.5213427926044	14.4478129151229	14.001610509389	13.4702139999227	14.0905011669795	13.5567814432764	12.8740745770473	15.5390164009652	15.9962814873553	14.9011261604104	15.3110280646981	B1AR69;Q5SX39	Myh13;Myh4	0
10.457339834533	10.7623737330156	10.3815537659495	11.2038618486252	11.0525137109845	11.1673993279476	11.1477677974374	11.1770332725864	10.5379657676113	11.01471792986	11.0611928972952	B1AUN2	Eif2b3	2
11.1787457591585	11.1113965318286	11.0435605035893	11.4275223706826	11.6819762643738	11.2920668687641	11.4093336384972	11.2471442591473	10.7650539889232	10.9912029440502	10.9539417802415	B1AVK5;P08122	Col4a2;Col4a6	2
11.3824673208503	11.6463156905229	11.1871912148718	12.5296452830294	12.5162614340005	12.8178150925015	12.9822859531459	11.9955375165953	12.0657089525287	11.5800371048237	12.036204527116	B2RQC6	Cad	0
10.8807620409171	10.4556354555457	10.7081009973682	10.5389357966546	10.5847525488656	10.7575775677075	10.3726454155255	10.7634613720863	10.7114949066501	10.5353531478421	10.6817215721985	B2RRE7	Otud4	3
12.0062594479008	11.6798715093886	11.7063406026842	11.9156292003964	11.8951700591528	11.6213788320216	11.9959155105159	11.8563593841327	11.9030533382896	11.4235256488002	11.7456953298923	B2RXS4	Plxnb2	0
11.9912693088566	11.9240182090171	11.8521159139582	11.9354192303719	12.2752864680839	12.1518580303675	12.1064061332533	11.954894219797	12.0992984922731	12.3498258000826	12.2385220136122	B2RY04	Dock5	4
11.2390316022033	11.62973910215	10.9562745042947	12.2345899342953	12.4455322190283	12.1993962925906	12.630408201871	11.5802538558819	11.8364370212731	11.3457489686147	12.254996102912	B2RY56	Rbm25	0
11.4164492124358	11.032879135162	10.9662819286125	11.1422666386357	10.5844740056449	11.0060665524292	10.7095179980413	11.0241492733889	11.1758925631514	10.8276602686292	10.7406999294332	B8JJ69	2310061I04Rik	1
11.377302729757	11.253652513024	11.3006213959725	11.4822936970377	11.956524993298	11.6368783385662	11.8024961704804	11.4931649514468	11.916465447982	11.2012907882726	11.0508553625192	D3YXK2	Safb	0
10.7343793881462	11.9749415218231	11.4476670068624	11.6813482351738	12.2302696724778	12.1135672845028	12.0642476373811	11.9446864421826	11.3721195839055	11.064911136699	11.7533876905818	D3YXK2;Q80YR5	Safb;Safb2	2
11.222734537796	11.4639738682671	11.0870782481158	11.0278576295461	11.4096136880276	11.4743447767622	10.3755282135748	11.5493274372991	11.6588228916072	11.6930338661762	11.6245076190815	D3YYU8	Obsl1	0
12.0603818276492	11.9271371980365	11.8625792456859	12.3465940653303	12.6298529165217	12.5921065992175	12.7215371442688	12.4354384736199	12.7355412161152	12.184029184708	12.6256837326474	D3YZZ5	Tmed7	0
12.3239667148151	12.1206040135814	12.4526659542862	12.8233732114537	13.0119540117028	13.2837192494049	13.2266093757345	12.5792239982019	12.5333784054065	12.4068029035863	12.7330343936154	D3Z0M9	Ddx23	0
12.7179162811616	13.3242368128788	12.9051011455652	13.5411329243316	13.394677046448	12.5162441952792	12.2420427147339	12.8209886552171	13.7344132615821	13.3200248494984	13.0895051025421	D3Z298;P23953;Q64176;D3Z5G7;Q8VCC2;Q8VCT4;Q91WU0	Ces1;Ces1b;Ces1c;Ces1d;Ces1e;Ces1f;Ces1h	0
13.9679917218054	14.086028383856	13.8675972868223	15.2402174188599	15.4471316683262	15.4219891856901	15.9059862797072	14.110768753797	14.5867459815935	14.0435827168128	14.3349715550275	D3Z2H9	Tpm3-rs7	0
12.878014499934	12.4895168450014	12.5231723169789	12.5023917696642	12.803882885346	12.5078838150207	12.5737181845181	12.7368669690639	12.9616197111274	12.5379221009652	12.7879800776871	D3Z3N4	Hnrnph3	0
12.5073957631165	13.1201487593298	12.8166557007535	13.162536094556	13.6989542088604	13.7401918457957	13.1136379965816	12.6738324324365	13.3724706042674	12.7262266758067	12.9403723316263	D3Z3N4;P70333;O35737	Hnrnph1;Hnrnph2;Hnrnph3	0
12.7531603274991	12.9352184681196	12.8088978287221	12.3754874880468	12.683152534346	12.7716937267926	12.8755823453883	12.8586570999783	12.4397659664373	12.5892812973328	12.6743136648545	D3Z689	Adamtsl5	0
12.7405502636338	12.4234254377809	12.4010028258329	12.0830903455894	12.3782108498105	13.0087052288245	13.296901871603	12.4284743375216	12.4823635470624	12.3883481570235	12.4715567820624	D3Z6Q9	Bin2	6
10.9857629987255	11.2791504377431	11.0662339739363	12.7622200690355	12.6030629719958	12.914637394854	13.5107641679179	11.2209401174144	11.4858660549173	11.398788609611	11.595933974576	D3Z6Q9;O08539;Q7TQF7	Amph;Bin1;Bin2	7
13.5133945140194	13.220491695127	13.5323315716896	13.4471994845568	13.066410463863	13.2362025912639	13.413310585831	13.4330898534041	13.8508998029552	13.5984712863204	13.8125583898531	D3Z7P3	Gls	0
12.7640650314526	12.9734498414479	12.9322904287152	12.3836260003868	12.2765809925347	12.5408061105915	11.6026524753641	12.8147987337939	12.8886043752077	12.9900880047533	12.7428567646923	D3Z7Q2	Smim20	0
15.7938064914558	16.1303915822308	15.9810342888711	15.7449389250941	15.8189266337189	15.6761141026639	14.6388657622091	15.97471706156	16.0798055877999	15.8727373957012	15.8803272823731	D3Z7X0	Acad12	0
10.6664104313472	11.0991127398967	10.7328203497226	12.4085075454241	11.8479538567442	12.2903616191286	12.1701065792347	11.6249005248205	11.0260184800548	11.717552195164	11.7011158229918	E0CYV9		1
12.2608342863274	12.7065024933386	12.1494835749936	13.1080359617019	13.4180106964595	13.3449061498141	13.8792481899644	12.4905676235368	12.8740764987741	12.7589206541422	12.7354142859115	E9PV04;Q91VC3;A0A0N4SVP8	Eif4a3;Eif4a3l1;Eif4a3l2	0
14.0341455447099	14.2691632137112	14.2152903056512	19.1166460141977	19.1766163247681	19.9415749448756	19.0616427905525	16.1563319860913	17.6376720518678	15.7053245939866	15.6107365062285	E9PV24	Fga	0
11.3091693647899	11.7355560239115	11.2837076758088	12.0008028392435	11.7030600249226	11.8845025297609	11.3123724775857	11.6714304941852	11.4806892391978	11.7239637847336	11.4277109185612	E9PV66	Myo18b	0
11.6461671583709	11.8704340782546	11.4651786411645	12.0296323280441	12.3809480142345	12.367392908613	12.3909669478848	11.8911191511527	12.0345548252679	11.8970626496605	11.9356475864933	E9PVA8	Gcn1	0
12.3530199774678	12.6732825714289	12.8740380637527	13.2775736438139	13.3215053683988	13.4511724676976	13.6437434748217	12.8755189932152	13.0706274763611	12.5724112796368	12.594994004677	E9PW43;Q9CQS8	Gm10320;Sec61b	0
17.6981959554762	17.8483295208749	17.6371979710813	17.0842582222205	17.4971657451784	17.3997869308591	16.892696962769	17.960590260747	17.9207366483399	17.4027456224957	17.4066368456158	E9PWQ3	Col6a3	0
11.8333882274036	11.4982957515619	12.0113565609572	11.8825093187825	11.7701848419401	11.0567596278528	11.4534607868737	12.0303395272821	11.238291277886	12.1197257787916	11.7641938362405	E9PWZ3	Rpl3l	2
13.1737942334214	13.097757273404	13.1490961089039	12.7564291429337	12.7396899111814	12.661230304002	12.537689189862	13.1490659329966	12.8900495290322	13.3589121369835	13.0835242030925	E9PYF4	Lmo7	0
14.268578549671	14.3533260482677	14.3166492306794	13.9136654739476	14.043864624165	13.7898596409136	13.7033304467508	14.4790539348224	14.5638635907793	14.4136147077847	14.5260039918613	E9Q0S6	Tns1	0
11.1286194822849	11.812959422543	11.6152158027517	11.6449248359264	11.7040160093242	11.6749194273816	11.7383174872735	11.8167836793786	11.9786961607695	11.0967546798386	11.976037783814	E9Q0S6;Q5SSZ5	Tns1;Tns3	3
11.7001145549135	11.766934661277	11.4603637410927	11.4505462884585	11.4749936574971	11.6736712499182	11.1701441442007	11.9686091994292	11.6105865720975	11.5660397634134	11.9020019554442	E9Q0S6;Q5SSZ5;Q8CGB6	Tns1;Tns2;Tns3	0
14.3073502518536	13.6850991720066	14.1669711547598	14.0003609808159	13.9217572732094	13.7201373563542	13.5689061545021	14.5941962860787	14.1794815038811	14.5149667255203	14.176640671134	E9Q264	Myh15	0
9.94292590707664	9.68276828467025	9.69571725577784	10.100176103009	10.4018821449508	10.9093981034791	11.2651110113574	10.0780851166085	10.4646228172304	10.0144569216742	10.4079830877334	E9Q3E1;J3QMK6;Q80VQ0	Aldh3b1;Aldh3b2;Aldh3b3	7
10.770457424932	10.8318534957961	10.5907180279549	11.4329541891856	12.016599388146	11.6156434293978	11.6202885672802	11.0812304283157	11.3226098326142	10.7511590658924	10.652083100574	E9Q3G8	Nup153	0
14.4346477726864	14.6649971905493	14.490343237499	14.0452477345783	13.8722804897236	13.8725786973951	12.9891123909664	14.4467666976807	14.0866753100002	14.3396064718837	14.0917907268784	E9Q3H6	Coq10a	0
10.887113970922	10.410726931876	10.9020358829821	10.7309201131314	9.47190683978974	9.7577350147587	10.3559141842884	10.2297681522343	10.0968600754785	10.3490821463911	10.422842686381	E9Q3H6;Q3THF9	Coq10a;Coq10b	1
12.2035621275741	12.3053549832497	12.2080056797605	12.0909724859788	11.9642108894112	12.881785047887	11.6126013068021	12.3954511272349	12.1987826539769	12.3667866435689	12.2401383947322	E9Q3L2	Pi4ka	0
14.4863448241241	14.4436623323135	14.5366539789112	14.1542247736372	13.9114856176609	14.019660220665	13.3520710210755	14.4061186218658	14.059969673464	14.4515331060399	14.2596108732836	E9Q401	Ryr2	0
12.5772069305173	12.7361186075803	12.9642506062701	12.5090970356538	12.237454971004	12.4173356675137	11.643288016736	12.8402979942813	12.1938210149269	12.8411063078001	12.1969801159665	E9Q401;E9PZQ0	Ryr1;Ryr2	0
11.7585063949662	11.691438200733	11.5864926739281	13.6747439890752	13.6726573744438	14.2159576161965	13.7774813608078	13.0080328771671	12.9578620139238	12.2369141002442	12.6234814478121	E9Q414	Apob	0
12.065860386721	12.0510151634875	12.2507750918215	11.8877384911604	11.4364564977441	11.9760704414301	11.7684655567185	12.2806402954269	12.1552831134272	12.3774464405516	12.0852367488365	E9Q4Z2	Acacb	1
10.156171582472	10.3283009543489	10.0060034174002	11.5799711306461	11.5929241556276	11.9231120308345	11.9990028715662	10.3576955316648	10.969998008086	10.4505230297405	10.7230670320268	E9Q555	Rnf213	4
15.3836570477573	15.615862366559	15.3849860585109	15.6034293053769	15.2238697327384	14.9812417112373	14.6334153163549	15.5129163453428	15.7909720567188	15.6639555244096	15.6162472935974	E9Q557	Dsp	0
13.8217042367399	13.7801501297872	14.0039394856881	13.6434954709228	13.181765675685	13.3024390115747	12.0737767279697	13.6848910422762	13.9671001436175	14.0254250962588	13.5638874178772	E9Q5A6	Nr1h5	0
11.6669473884667	10.942235909277	11.1725775211276	12.1080441318759	12.5247620691397	12.4932875639539	11.9687279840524	11.5792593601945	11.8517021999076	11.2650658690132	11.1359721532513	E9Q5C9	Nolc1	1
16.5054254647524	16.5025241670112	16.3536827042654	16.9261106417853	17.1171763575521	17.1022217876438	16.8893019377381	16.7398992475794	16.9391889213327	16.46079502801	16.6329242189801	E9Q616	Ahnak	0
10.3932831898845	10.9182893239726	10.5487255971639	10.133206444944	10.6401002978904	10.8596888303888	10.7676655254713	10.57174316453	10.8270727195271	10.0187287455384	10.7207840527696	E9Q6P5	Ttc7b	3
